Fault_Type,Temperature,Vibration,Pressure,Voltage,Current,FFT_Feature1,FFT_Feature2,Anomaly_Score,Sensor_ID,Year,Month,Day,Hour,Minute,Fault_Status
1,0.711408988625832,0.414154581551761,0.5225038415812058,0.49699627659271334,0.4408914530470731,0.6558041605266463,0.7845024730595076,0.07301219695552352,155,2015,1,8,12,29,1
1,0.45446071612892286,0.3998733762527078,0.6236698081055887,0.6660627252714739,0.28697285544493967,0.23145020723555165,0.3209189389595061,0.6212260596434028,187,2015,1,9,18,16,1
3,0.7094129455486822,0.6357639346584186,0.43785163108938724,0.3252941647460853,0.31660333781843686,0.6421884621705638,0.7959303169051566,0.27663600949198885,136,2015,1,10,21,45,1
3,0.6097368689487559,0.42222159759631483,0.5156347404323346,0.5176247093745008,0.3280490013203574,0.48431360373944077,0.028055950991343392,0.6050982295401631,177,2015,1,11,9,39,1
3,0.5042225358479677,0.4248786009691068,0.44435302231692947,0.5471163373609655,0.28811105617248844,0.5063303173792787,0.8081266633299888,0.5009678264228326,118,2015,1,12,5,16,1
3,0.4908260754149711,0.4457042472739272,0.5466180991581847,0.5820851584327486,0.3959257554960252,0.7113348704105963,0.5483075688401754,0.19099591494836082,196,2015,1,13,14,0,1
3,0.31296820083903487,0.532670577648277,0.5355124806629845,0.5863832636159724,0.5031773155519182,0.5871484611221126,0.9876600577345767,0.1503267273004552,150,2015,1,14,15,45,1
2,0.683349075016986,0.6891382364740166,0.5367732895473396,0.6785330790180018,0.5560940699120335,0.7676916961182685,0.8033888174374191,0.2474993473358192,125,2015,1,15,5,41,1
3,0.5128020343679783,0.46220442280299046,0.4220537941535945,0.5731428056132072,0.4217708267033548,0.9352185232514417,0.6670004061420582,0.2342330790858888,171,2015,1,16,13,13,1
2,0.44718905297569483,0.5381388957685154,0.7272083694204956,0.5895755145579152,0.5142758036145324,0.5365265691955718,0.09838654177643524,0.3102553073039448,102,2015,1,17,8,15,1
3,0.4566647143102169,0.4968540474004084,0.6145933802119234,0.748501849295748,0.3472223768676413,0.8027714933885151,0.5688422054528138,0.7604601355297977,125,2015,1,18,20,14,1
1,0.5962816925024876,0.5067095646251232,0.4066322962560539,0.5028670009818528,0.5119336111582807,0.6908841082673014,0.6809240502734032,0.9833771793585195,122,2015,1,19,15,21,1
1,0.6849013054690278,0.6331138419250897,0.545871779698569,0.6944660037122091,0.5200078679250807,0.5075998927649802,0.8171723235443873,0.36785035395733845,169,2015,1,20,6,3,1
2,0.5457106589436705,0.2989248784341252,0.3535718929341807,0.4731369288142937,0.30054118901343774,0.7166286700511059,0.8647474422416532,0.21833120259535715,163,2015,1,21,19,9,1
2,0.49090024838956087,0.4517980488219929,0.5530314676443971,0.6062281299398712,0.28965712203314575,0.6897860495754304,0.9357160592233815,0.18676608812969475,165,2015,1,22,12,42,1
2,0.5776619618943722,0.6430848604351926,0.532009205647628,0.6505248403870648,0.44463038164759217,0.4175523439285356,0.35356356825119867,0.8305276431969519,139,2015,1,23,19,4,1
1,0.4820848126238231,0.34130431792956456,0.5250426378699621,0.6049624288215472,0.5416421659804539,0.6684056384733696,0.5552326604966211,0.6751410564281687,197,2015,1,24,11,52,1
1,0.4617616210820574,0.4936381250582104,0.49213901316291997,0.595649116525046,0.40678943872126366,0.5280218306513678,0.6817055768123896,0.34618058033630505,151,2015,1,25,20,53,1
2,0.5073792295333291,0.3771373461233204,0.6431720390730145,0.3775717568192008,0.35543072308241896,0.7065398833610244,0.5061648172672027,0.927835366048717,144,2015,1,26,2,35,1
2,0.29877070605206385,0.5999793805208251,0.353861819743976,0.5241385712206866,0.26412637665364913,0.8032490465541435,0.4691864970985634,0.9974642923868473,174,2015,1,27,5,44,1
3,0.4476732839930596,0.45935196226887137,0.4347248200147538,0.5647727679669392,0.326906195692576,0.954939220109875,0.917926489413065,0.24304861543602152,133,2015,1,28,3,5,1
1,0.4581407573071321,0.5287493883340626,0.5174424566583576,0.5954141815725389,0.4766929025384221,0.16390619847493354,0.9212092752404073,0.12225097132070722,150,2015,1,29,20,18,1
1,0.4369394696157177,0.5385106869202453,0.4274129040008394,0.5788897185246644,0.6608352281289136,0.4283976198904909,0.18489900143005267,0.883399135430308,189,2015,1,30,19,16,1
3,0.6939182315913361,0.6742880459648394,0.3638490240332665,0.23353975454020043,0.40277956822087996,0.6135078386183023,0.9433252072118741,0.9486261906801527,151,2015,1,31,4,0,1
1,0.4642472882646647,0.3871958470269615,0.27620564820228577,0.4791574466210667,0.43872554178697143,0.6306840003096605,0.6179784437434703,0.6198295926470554,104,2015,2,1,23,18,1
3,0.479216301317542,0.30577261737045586,0.3251341016623388,0.5302350501788786,0.45977611343311486,0.39900620415611815,0.024552568650727025,0.8379404823432387,131,2015,2,2,16,36,1
2,0.37429893534210446,0.6335862915112512,0.5530330561594288,0.6086844729641918,0.6209498459366243,0.5707973897427658,0.2418966993884289,0.2664407399353434,171,2015,2,3,8,18,1
3,0.35172809462108445,0.4258918340202695,0.4592434044575954,0.5975758066512019,0.6654553059904063,0.48051706776970593,0.8926916782980465,0.3505313234300037,178,2015,2,4,21,7,1
3,0.4712919237699277,0.4508192174074682,0.5156158159151472,0.384200617006203,0.6310159768295521,0.07513955915694825,0.5248406547656465,0.9214718506375755,175,2015,1,1,5,10,1
3,0.35068769428197216,0.4198776078458939,0.49667784105341345,0.7271244247074811,0.6889477256066443,0.29410245232114196,0.23427187661273213,0.8000364726741747,196,2015,1,2,12,16,1
2,0.5302798376270894,0.4127925226017222,0.421976418981179,0.32491973398919943,0.6237153089921887,0.29416896337315634,0.22394807840617587,0.431899932380162,128,2015,1,3,23,56,1
1,0.48053458483350936,0.47486655083111895,0.4822363211188516,0.5381589812705059,0.6138721499576631,0.5556919072360642,0.5492273876683101,0.9352685463421202,121,2015,1,4,8,31,1
2,0.6049818925195426,0.3811989571779086,0.42225165716352026,0.5932902269912819,0.4275319562328937,0.9939630946237152,0.7125765961443418,1.0044673078009594,124,2015,1,5,23,17,1
3,0.5223787414799757,0.506573409966377,0.5229068269566981,0.506464722870846,0.6211400120182754,0.9047580451648286,0.036472346999851246,0.540327317363771,156,2015,1,6,2,55,1
2,0.49647610527977376,0.6381687899770185,0.4948925878134831,0.32362814781216265,0.4937830514488561,0.6887524810525288,0.2175011710992748,0.7216345324378091,119,2015,1,7,17,39,1
2,0.5252997162210835,0.5115520134768576,0.3386007011390829,0.6776218325819134,0.5071283182251038,0.6970647404549968,0.6668366471963297,0.9819580359975495,139,2015,1,8,18,32,1
3,0.6583681761454471,0.6017559361514382,0.3742246080959546,0.4761973768422856,0.20214448846951433,0.33494172115892407,0.9950309147586514,0.09112952075528924,139,2015,1,9,17,50,1
2,0.4729396136216592,0.36564996882418954,0.459140686788713,0.43025677899216774,0.38520774480135855,0.08946646228089639,0.548499072894986,0.22381605841946695,154,2015,1,10,22,18,1
2,0.6871575224730305,0.49570317535660385,0.5335975826528128,0.330953833240799,0.51712492734494,0.6070146351982798,0.07714232085792722,0.7464202511589144,157,2015,1,11,6,1,1
1,0.5133185977833176,0.5350138271175401,0.5583649262352742,0.4161176588384584,0.6315380961912951,0.6321283632834658,0.9544890551820684,0.6223010244910017,150,2015,1,12,8,42,1
1,0.5025978836650721,0.5955801917445709,0.4274663745647105,0.558907152370656,0.3727487313786597,0.5930602518862903,0.7463576980246003,0.7783423526706443,104,2015,1,13,19,57,1
3,0.5808656170962603,0.5372215498356984,0.4904122103228772,0.46449303846934265,0.4896909634140341,0.9696728452985605,0.928427391606983,0.22256400828193773,150,2015,1,14,14,20,1
3,0.5017575698669703,0.4504727516396715,0.5485467820349902,0.614722520779243,0.4928464207820735,0.37875194859189376,0.9112364074310104,0.9300019380101092,102,2015,1,15,21,16,1
1,0.33703859878174813,0.4784070328852478,0.39545429947352323,0.3961448552973874,0.4060183293739729,0.9206783691811555,0.36357757298505905,0.2821668446301749,163,2015,1,16,2,9,1
1,0.5572621686098348,0.6545680722770898,0.4750085077181646,0.6219877138026408,0.5555186935740424,0.8313511786037149,0.5474337890580263,0.14263342399348367,172,2015,1,17,1,45,1
1,0.6382811676783988,0.3971489129055961,0.5150142313703084,0.6042015832120828,0.5033531095733268,0.5848763837947001,0.7938441573715512,0.14638161623368579,100,2015,1,18,11,4,1
3,0.45184519499058406,0.33939577963891365,0.34751501229197385,0.644048994924578,0.5469110682112196,0.4194021762787861,0.5807092826432765,0.24290934659123264,160,2015,1,19,11,47,1
3,0.6386516630411913,0.5425021666497798,0.3337049940937621,0.6654451892351535,0.4164384736188372,0.9674863426382452,0.6523273780649455,0.15541463939251532,153,2015,1,20,18,25,1
3,0.3199229195001819,0.39706476044527433,0.3677124512162075,0.5702168123786909,0.499210828492333,0.6808330602771926,0.027601198030033913,0.8094162905850628,188,2015,1,21,13,32,1
3,0.6712168688468242,0.544176712848072,0.5045052063926241,0.5155483370623429,0.5272783766104692,0.6399795509075628,0.8931176145468297,0.9071764526625679,168,2015,1,22,13,12,1
3,0.5286670023460218,0.5594292325750615,0.6357914057783697,0.13251899186913935,0.5140750099741828,0.6402885473276488,0.5363477142593908,0.2662473265846909,197,2015,1,23,20,43,1
3,0.6535324699986085,0.5433152887685102,0.5738932295733591,0.7488566039053239,0.4704319384702647,0.81922024142124,0.4812764885456568,0.15386460956000864,113,2015,1,24,9,2,1
3,0.4314009326437614,0.5174801446409001,0.506334711301134,0.5445303455289889,0.512677377171852,0.5295870926255063,0.40152769417489986,0.6224119311130712,145,2015,1,25,18,43,1
2,0.4359817802154238,0.6629472544538488,0.531701397181315,0.46624596012431274,0.30952064186604156,0.25440282084112864,0.8451651058906371,0.6455657322047025,168,2015,1,26,22,45,1
1,0.6218561424513366,0.5432856692160692,0.3672915864183979,0.3957346496083286,0.4298617231729474,0.729646905292085,0.8926052651108958,0.6491072116565049,191,2015,1,27,15,39,1
3,0.4852898580773877,0.7546315881200208,0.5154508644686798,0.5576362975111526,0.3419020336809929,0.9499959971622335,0.8371201767250569,0.2181090471607523,108,2015,1,28,16,39,1
2,0.5954949427569288,0.5343258402294011,0.22708834901019215,0.5266006574227359,0.6831031587945429,0.6464821752873613,0.2484518976890629,0.6204896286734272,185,2015,1,29,15,57,1
2,0.2940526400411077,0.41226264963437725,0.5920666573250667,0.7381259211708844,0.6210525120613128,0.432612268631688,-0.0014943624863804073,0.7001459450709753,119,2015,1,30,0,37,1
3,0.7128957402952062,0.5608229197891899,0.33295673056042485,0.6778731940854561,0.5058591794936538,0.8421791388948625,0.5357500373506432,0.48672908166406403,188,2015,1,31,3,4,1
1,0.5064467152139327,0.426078411977252,0.49587269069234174,0.3642558753806209,0.45939602347746916,0.19069305498361055,0.14190903126002996,0.5310769247294876,131,2015,2,1,4,46,1
2,0.4601271441376025,0.48261437571544125,0.4746382120885296,0.5251117565330218,0.4442853916094,0.9712853105334343,0.806475787036519,0.7203562641561357,198,2015,2,2,1,21,1
2,0.5880123097206864,0.5302052609350328,0.44612892634282775,0.4164657713860735,0.500150863771894,0.8123860924263584,0.28772258119933836,0.12105397740228618,158,2015,2,3,20,51,1
3,0.411126619554138,0.5379369986378275,0.39496750432225697,0.6441990739779183,0.39859538406466943,0.14714577812405727,0.3497994587130562,0.5495560703029556,115,2015,2,4,13,55,1
1,0.49246317195193784,0.32225614907787226,0.5926650931726465,0.5975189932527475,0.46504346764401105,0.6787333282269231,0.7599034866129437,0.24521050238786612,139,2015,1,1,13,15,1
1,0.6418900277777809,0.7293041715925911,0.618102279844552,0.5333231596538529,0.4801072896677678,0.7799150935538248,0.49456467723830133,0.037433118718326164,182,2015,1,2,3,12,1
2,0.4900962268567172,0.5058280258584293,0.2472393736688549,0.3214875261831591,0.49257067355399026,0.41519765867395264,0.7568117624982551,0.20393729556354456,103,2015,1,3,3,57,1
3,0.34190314494546903,0.5013811395891205,0.47066093525905967,0.3376143115011826,0.3783150849960617,0.4249777093214654,0.8065319658980488,0.11490517262462235,191,2015,1,4,13,17,1
3,0.46222204531638894,0.6970312517795203,0.6200204373915681,0.4819151837517921,0.7315661494683411,0.27107966987815274,0.9022213994643855,0.14372150843551545,142,2015,1,5,23,4,1
1,0.7711534469112652,0.4997690096386352,0.21886479567074238,0.5870462269585195,0.5613474264756161,0.6231043168768572,0.33143519236628377,0.4607596157068093,166,2015,1,6,13,41,1
2,0.5856862203583387,0.423791313022386,0.4169454079779394,0.5524700687176411,0.6068526324885644,0.6061502718636189,0.6626496342555231,0.28386566206033925,183,2015,1,7,16,29,1
1,0.5269561926795813,0.522297836982407,0.5632913967913008,0.5846007882795548,0.5770595874504822,0.5172140515075312,0.43432448995341066,0.6090028783301192,122,2015,1,8,6,22,1
3,0.3922688408867126,0.5992491458858367,0.33735470030033127,0.32894477233128283,0.4385957306939306,0.6158919570336568,0.8662985368634388,0.9847612217343428,162,2015,1,9,1,20,1
2,0.5182361775179615,0.6315623061695071,0.49452708577450216,0.31161838169695144,0.4995733546789186,0.1866718303845366,0.9648893488357291,0.2944826040541877,181,2015,1,10,2,12,1
3,0.46201682992771853,0.6715825510312389,0.5397166280912234,0.28387465096565356,0.3103925097986918,0.6138666633001193,0.70471725937804,0.4375814639818173,183,2015,1,11,13,12,1
3,0.39718723987227333,0.5187123386797048,0.5504802065266067,0.5888838933214501,0.5644891294918127,0.7395489458134145,0.9023304057145953,0.30258738963783866,166,2015,1,12,12,30,1
3,0.4691320161940436,0.2788782690275179,0.3618615404495098,0.5317404253413809,0.358094060739797,0.9000869654341002,0.3113713892479907,0.6428827717724273,127,2015,1,13,2,50,1
2,0.4554415870056847,0.4780270198084842,0.46417647015808994,0.5885117858196645,0.42817891868942604,0.10041107692353074,0.7580410307376471,0.12438966440329413,146,2015,1,14,7,7,1
1,0.5328996319051931,0.6143641557242714,0.5114205700540906,0.4999857086900541,0.268635671935604,0.08706731128566486,0.34882062654483437,0.7072688363075977,112,2015,1,15,5,8,1
1,0.47343257474958256,0.6446903380298892,0.47239852960695217,0.6703913247862228,0.6626805629411686,0.5794091142183065,0.8393912353069248,0.46074231367986745,130,2015,1,16,18,14,1
2,0.3955817468598156,0.45555389729649926,0.5397843621898467,0.38290458290437457,0.4758194139982187,0.6045688759095835,0.08540639941298561,0.7888993469336625,119,2015,1,17,2,4,1
2,0.6491497297382793,0.5730186230574474,0.256415634612417,0.5788238705747982,0.3890531570507041,0.524481430750491,0.5811323783887111,0.13126155233941217,185,2015,1,18,7,49,1
3,0.49027078622402703,0.7200586429828506,0.4980808755745229,0.45241483082913164,0.3061908763728312,0.5580875340251314,0.30177154461875044,0.23662594501937406,151,2015,1,19,8,28,1
3,0.5420233133647957,0.602464432227974,0.39393775493745836,0.5141942838834889,0.4296846856305057,0.6594269407048214,0.8992639030857592,0.3483643019029049,176,2015,1,20,18,10,1
2,0.6118388397236381,0.5409978494735307,0.34460451824006094,0.6006437561702697,0.7259155336627409,0.6506067986467815,0.6701619001217084,0.10312154246174193,168,2015,1,21,13,0,1
2,0.3890994707988982,0.5319955440765273,0.3212882960170793,0.5041237213315981,0.6620452081687243,0.9112415744995264,0.5181358423911151,0.7739516428705282,187,2015,1,22,22,23,1
2,0.6046588161717051,0.4341583415667964,0.5591808247854981,0.5628052007187405,0.5400063693383284,0.7023822545300697,0.9370367455605788,0.818677801745171,121,2015,1,23,15,5,1
2,0.44904491441121336,0.5033183900381331,0.2589650035541679,0.33906149498328086,0.5488429960745489,0.750917744970117,0.18609684625610673,0.6945191302467157,133,2015,1,24,11,20,1
1,0.3869204790591654,0.5172882757744942,0.5693387322141387,0.5781687393734758,0.29345356288802343,0.8423525765034641,0.5897496662761247,0.09248009203355567,177,2015,1,25,14,12,1
2,0.7368735590146177,0.2572542533707994,0.2982742721210342,0.36490166624517684,0.6984300920292221,0.5446271579729812,0.8514480089080687,0.5876353662152073,194,2015,1,26,14,59,1
3,0.6860261973936354,0.4958694818880627,0.4591565742564128,0.786053696994944,0.4553834798452153,0.6529628005393746,0.5613812240179024,0.42820367901967854,120,2015,1,27,17,3,1
1,0.7135387529831702,0.48642398358564676,0.5320385530782438,0.6343709843889488,0.6062715057648265,0.09151357566038398,0.43629073641261024,0.2139920147858328,137,2015,1,28,4,22,1
1,0.49110585196187084,0.31508931782051497,0.5279636195939122,0.4943623892241389,0.4490156899945387,0.678117987247612,0.8292152370845984,0.3676167131315017,110,2015,1,29,8,43,1
2,0.45734928789784485,0.51686546252802,0.3966507546125953,0.5376377625284672,0.3554541428227692,0.9501021613005756,0.7147960844811925,1.0260093345120542,196,2015,1,30,3,0,1
1,0.7389699144699057,0.725807798756997,0.3787616784000634,0.40200499053449457,0.7075141498525127,0.6484281757670078,0.5097401895520941,0.08496942983264966,192,2015,1,31,19,9,1
3,0.7558943394282917,0.3529232753196604,0.3618041980844723,0.3129325032849451,0.6024600517185663,0.4532333739831365,0.40981884532376706,0.6155347838855783,174,2015,2,1,2,21,1
2,0.6673948651055174,0.3930529189465253,0.3569368269444404,0.4573055978646713,0.31448653240806573,0.5666138256968303,0.2350055916734995,0.29272545058571475,138,2015,2,2,23,20,1
3,0.6926679405880473,0.5957190407815627,0.24366117500630477,0.5522587192146066,0.6272301553157348,0.7666561226731952,0.7713815828494717,1.0146016688270092,189,2015,2,3,6,1,1
2,0.49292185613606865,0.32272852925374107,0.35024997119919754,0.5424242117943681,0.6403769628769427,0.5405031459103256,0.5288792037750026,0.19479313894450745,133,2015,2,4,3,13,1
2,0.3493494327420492,0.3504567172497327,0.4256033914448517,0.3967429398286056,0.4789977026339492,0.18629797369538714,0.8103547448049078,0.5397860402778627,141,2015,1,1,17,40,1
3,0.6515603500306815,0.4807339186351649,0.3588199364028347,0.29284209283143436,0.48401895963230235,0.5314264626017154,0.7470458295970713,0.4774037666218406,143,2015,1,2,17,36,1
1,0.7666319948899337,0.7242945508148563,0.6109428484403214,0.606060429561773,0.7037436214549858,0.12026723947954954,0.5337590428269858,0.8396273111718098,193,2015,1,3,1,7,1
1,0.551844778786426,0.5455677047007085,0.5739467157621567,0.42142745205701365,0.434536863800971,0.6629079451845914,0.35696231309388604,0.7276512916991887,150,2015,1,4,20,16,1
3,0.6491880276522706,0.5883891306693062,0.5152066388152271,0.5712413352847511,0.26047881380132915,0.18101985295540562,0.4673844477596834,0.29176494326218483,127,2015,1,5,6,57,1
3,0.4417342473254731,0.6633888161311157,0.39787977117510576,0.6607304104920462,0.31545199572479754,0.6566766583197465,0.36189466904266937,0.12139895367045944,190,2015,1,6,23,33,1
2,0.39696680269993,0.3693079698283809,0.19450602197448497,0.5048629552097182,0.37943286555332906,0.6584689321202879,0.7179387182444841,0.7382333577845194,150,2015,1,7,16,12,1
2,0.4898006476873927,0.28199593360757197,0.4436113505672364,0.45381117438686763,0.48803257181413473,0.3753594191133477,0.9054274897719763,0.32213243337166886,152,2015,1,8,9,14,1
2,0.4354226442030796,0.582658830480728,0.4798699282288433,0.3822531709748631,0.2703480020184764,0.6558964254407189,0.8462124001880151,0.1326708391638486,150,2015,1,9,20,2,1
1,0.5008875092685201,0.6093951514193985,0.253984448682387,0.5281087467330124,0.49686695064665654,0.7302701459354454,1.000846918975645,0.3744671672435279,136,2015,1,10,13,56,1
2,0.4245737913505637,0.6645461228805626,0.4138966847815113,0.6162055138702924,0.24727285678329347,0.5716505942511234,0.8587425167194704,0.6253716094180732,147,2015,1,11,22,2,1
3,0.4510863114512907,0.4270545588942821,0.36690542453907643,0.43766753261468433,0.6612766270323953,0.2313273615492646,0.7760503046398255,0.24286243648770772,122,2015,1,12,13,2,1
1,0.35428478166712146,0.7632955671655297,0.5717810159588866,0.6148893062929282,0.5379483411420862,0.784983203159549,0.5963108649061064,0.9262585940791809,104,2015,1,13,8,31,1
3,0.3584056410483947,0.6179457436989433,0.25502888771957866,0.5192050369621327,0.5059233658755873,0.7772593481978326,0.3794702628909714,0.8830467558074047,155,2015,1,14,21,39,1
2,0.5930482307845499,0.4940665619187771,0.5293157997121802,0.5398506268586598,0.6896689136863835,0.7027934335986374,0.5948444214328108,0.9794880229896091,177,2015,1,15,18,16,1
1,0.46972010517718327,0.5676279255152572,0.34266603778173244,0.4832465292574587,0.32423981672005553,0.09811776082296797,0.6926889788051505,0.7960298789011324,140,2015,1,16,0,35,1
2,0.6474748925157414,0.31047449675347416,0.5474054110088951,0.6828178341304074,0.4954982359509449,0.24355272184863735,0.7354478609021058,0.9177742021153836,136,2015,1,17,18,50,1
2,0.4788795587713503,0.581915911220155,0.3186897107941826,0.5279463163451322,0.6447997393382767,0.3712488894764317,0.3258547028185354,0.9751524470210453,183,2015,1,18,21,5,1
2,0.48970844929885315,0.40632636072653894,0.5734934949652085,0.4833278527229107,0.6531783802135287,0.7457333376707068,0.5334830025438314,0.6864132246558832,142,2015,1,19,11,46,1
1,0.36967620867083895,0.502750466820178,0.4670211443288361,0.547671606993362,0.3476972324776879,0.6824293142746198,0.26927537810077795,0.48071700369413445,169,2015,1,20,1,17,1
3,0.7121387299223759,0.7501774632590754,0.21591486960943967,0.5249926385453476,0.31006635284867523,0.7922743491280893,0.277882539363846,0.058037014147373445,164,2015,1,21,0,51,1
2,0.6698160403730169,0.4032441660670261,0.5786595322648135,0.5019203524640407,0.40865449608243765,0.6667385113218154,0.5805449116924566,0.22753364832422174,193,2015,1,22,1,20,1
3,0.7378408401748983,0.5092717497362674,0.442146747173338,0.5289034684121143,0.47647473193364154,0.5401305821347181,0.28085730830783046,0.3757310808055278,104,2015,1,23,0,55,1
2,0.44650936358775395,0.4280179598633635,0.49796421295324256,0.527650230582929,0.5188498666947483,0.595196314519901,0.29872294561023194,1.002096446620511,131,2015,1,24,11,13,1
3,0.5423065963947513,0.7742270259686975,0.4649746589386075,0.6533424765186526,0.31878961826669383,0.5306495786430495,0.8584188467508542,0.7272614239180838,144,2015,1,25,7,36,1
2,0.4343791672109447,0.5172760329775694,0.5699144642961589,0.7120682831929767,0.2556552459292698,0.6847473333018822,0.30116923906165716,0.9229438502850542,164,2015,1,26,11,11,1
3,0.4922717915790069,0.5088460839016118,0.3759411591624052,0.4992897626493093,0.46901358999025866,0.5375084067517244,0.8812295869687224,0.5276967774453749,174,2015,1,27,1,37,1
3,0.6264539147497612,0.7047510848560328,0.5367983556172645,0.31306502475618747,0.36457885908190857,0.2259196436299602,0.3287481038554,0.24773838333200843,187,2015,1,28,19,36,1
3,0.4640323895477665,0.4296745918017153,0.3712399170719465,0.8033630136666758,0.6101019535803037,0.9289296447070241,0.8068757016023054,0.9227436601648209,122,2015,1,29,8,46,1
2,0.45073976059924037,0.6519109572481573,0.5803320123578847,0.36914967815545996,0.3459570686804597,0.6567253985948508,0.7714185067074135,0.2923731741555631,118,2015,1,30,12,55,1
3,0.5591618302794261,0.5353248921677268,0.36500132871783814,0.3376253547370742,0.3650662329681975,0.9025184039707514,0.4606142222494588,0.6318861098648838,160,2015,1,31,18,29,1
1,0.49740496427367076,0.5666053293280576,0.7064834730353806,0.5270000401553027,0.6659331282942895,0.5362541779757395,0.5777506070685744,0.8705435191213369,123,2015,2,1,10,14,1
3,0.4683437300757261,0.4030078236921634,0.5453526486559862,0.511077975855997,0.5204295032822723,0.38271901475027853,0.7261106590715574,0.30966588593851974,116,2015,2,2,19,36,1
1,0.5267806645141826,0.45690270210055556,0.5138012200967513,0.4182583090480516,0.4780629790792451,0.7645584277868911,1.0744311286388035,-0.03241406342556474,163,2015,2,3,14,55,1
3,0.6460174121087296,0.5367943498808236,0.5164687311147951,0.5948871464389625,0.32841185912820703,0.5867826689253044,0.2752356595713852,0.8589524267605243,197,2015,2,4,14,4,1
3,0.6654938179660338,0.4961223958460221,0.506576911268273,0.5118913777550853,0.6379273950247553,0.6980302457260508,0.8232648260402458,0.7873861546986936,189,2015,1,1,14,54,1
3,0.6282171989130536,0.5189269176656861,0.3549329321065465,0.5813329642354231,0.3647208239741945,0.2593744201689574,0.46571356315393064,0.17591819802551584,115,2015,1,2,1,40,1
3,0.6493802359290435,0.5225349245747584,0.5329199124382218,0.6150979293416088,0.6819189678427882,0.022872929846891044,0.4351252868951825,0.4068180995235538,161,2015,1,3,17,17,1
1,0.563483448422753,0.4857138173868121,0.6663099827489686,0.5532608141057681,0.675301970236882,0.7583076252301282,0.3685111714189465,0.1485541819938881,133,2015,1,4,6,13,1
1,0.4613893743240213,0.4545665827422319,0.5036787497851886,0.4580355182602848,0.658047166184434,0.615635222722061,0.3899716627433267,0.6977822702039614,197,2015,1,5,9,52,1
3,0.4038132191630959,0.5711926826044429,0.6357504650018626,0.4103503488870329,0.513809197425049,0.685083426794657,0.5039316788259384,0.07294614206986721,154,2015,1,6,6,53,1
2,0.4549338024011127,0.4240667340576691,0.4009578442191409,0.2715083080636702,0.4842421324714809,0.19234658935975107,0.2277480321681042,0.16297145563140686,194,2015,1,7,21,41,1
1,0.4751329768811471,0.5245309869060517,0.5477982450357393,0.6387003146840331,0.6370342031650477,0.3965741913505001,0.5593165311793047,0.6188466769191742,151,2015,1,8,21,36,1
3,0.4664076061009386,0.7760581377272027,0.3255377435295622,0.42306806721855394,0.32430391896421934,0.6305376820004547,0.21864091257108736,0.43764178196987696,162,2015,1,9,22,10,1
3,0.44289844268492445,0.6578067813620513,0.4677138089724314,0.5207731958272406,0.4086875658694024,0.7050292397654474,0.5817985278134472,0.4981372552628213,132,2015,1,10,22,53,1
2,0.42727840615068036,0.6064824215223558,0.5412836030185729,0.48536305027825505,0.5539653737127443,0.6488704444450281,0.9015766164604772,0.7429969575268766,123,2015,1,11,22,25,1
3,0.7070112810211087,0.5513353660466181,0.4019408842100938,0.5682853404409185,0.3700397024671468,0.6552815328653343,0.5366797460665776,0.5509846095909781,170,2015,1,12,21,19,1
2,0.688750978602714,0.46221208621606713,0.4538392770942868,0.3148459782906887,0.5100536323273633,0.6398646292843172,0.21276142535771608,0.7019675515438137,177,2015,1,13,20,26,1
1,0.6015653178108893,0.6866662134462884,0.5440540125477966,0.6796114347670558,0.38822968760205157,0.599588549904194,0.774939607657749,0.7648436360625577,199,2015,1,14,16,57,1
2,0.41012991869240745,0.5085832372459093,0.48673987513523403,0.3865131954076517,0.4071712745948403,0.362505405082446,0.8251845256974826,0.0476387987636272,179,2015,1,15,5,53,1
1,0.45202079812578033,0.43995595112313945,0.3706713044039733,0.32394552726170844,0.30447620727008695,0.785706197540706,0.5936453224623122,0.20007511109790227,154,2015,1,16,18,31,1
3,0.6895520973569099,0.5784321197380644,0.47489780780756014,0.5618008812453584,0.6442370831120113,0.12166976570197102,0.9574472703513222,0.1890243302157359,123,2015,1,17,11,11,1
3,0.6986050816499711,0.3754579512271018,0.38765277787267605,0.37884486732612477,0.32895049302648505,0.9558944137188183,0.1604542132712678,0.25484633800385736,171,2015,1,18,19,40,1
2,0.5292877562357204,0.5725043552519106,0.5087940110421437,0.6246800401437437,0.45200399520778517,0.76378185389009,0.8937980402080674,0.31611812681995877,145,2015,1,19,11,39,1
1,0.3547239312624366,0.4844687438737211,0.4338110248285539,0.5701154204106363,0.5422194281958144,0.12236818367576663,0.7826255873791086,0.5941903953231951,145,2015,1,20,0,51,1
1,0.4921718709225534,0.5217820745469003,0.5189816194526892,0.5592351621642795,0.5895453142466374,0.5007522708126534,0.9136830399151976,0.5126541060818618,133,2015,1,21,5,51,1
2,0.504667543305848,0.4080959843216688,0.551939100678586,0.5902348540719099,0.6561983348481996,0.8768114517445413,0.9071046397976557,1.0238263134116603,131,2015,1,22,8,45,1
3,0.44928221301023036,0.4699214155201781,0.48625265455637506,0.5254138672046662,0.30160467021239545,0.688955622863014,0.8743995790262818,0.9917001968117068,161,2015,1,23,2,51,1
3,0.4589552950800244,0.539793947015645,0.4038673556763999,0.45363451826580325,0.6108901755840735,0.5264604262951935,0.4210005191008639,0.586640536388482,171,2015,1,24,10,47,1
